what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1393510401606
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1393510401607
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1393510401608
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1393510401609
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1393510401652
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1393510401653
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1393510401654
started,bundle,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.adt",1393510401655
started,bundle,com.android.ide.eclipse.base,22.2.1.v201309180102-833290,"com.android.ide.eclipse.base",1393510401656
os,sysinfo,,,"win32",1393510401659
arch,sysinfo,,,"x86",1393510401659
ws,sysinfo,,,"win32",1393510401659
locale,sysinfo,,,"en_GB",1393510401659
processors,sysinfo,,,"2",1393510401660
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1393510401660
java.runtime.version,sysinfo,,,"1.7.0_51-b13",1393510401660
java.specification.name,sysinfo,,,"Java Platform API Specification",1393510401660
java.specification.vendor,sysinfo,,,"Oracle Corporation",1393510401660
java.specification.version,sysinfo,,,"1.7",1393510401660
java.vendor,sysinfo,,,"Oracle Corporation",1393510401660
java.version,sysinfo,,,"1.7.0_51",1393510401660
java.vm.info,sysinfo,,,"mixed mode, sharing",1393510401660
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1393510401660
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1393510401660
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1393510401660
java.vm.specification.version,sysinfo,,,"1.7",1393510401660
java.vm.vendor,sysinfo,,,"Oracle Corporation",1393510401660
java.vm.version,sysinfo,,,"24.51-b03",1393510401660
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1393510401741
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1393510401759
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1393510401924
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1393510402022
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1393510402114
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1393510402256
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1393510402342
